E_A_max,E_B_max,k_A,k_B,D_1,D_2,bvp1_S3_yield,bvp2_S3_yield
7.191648388447707,2.8083516115522933,128.7120931462762,1.613279316213712,2.7071830418088645e-07,1.6433919654380429e-06,0.11304795882496285,0.13395866129738693
4.5110275180164185,5.4889724819835815,771.4463067842106,471.81047861206827,1.924410374645364e-06,8.942511624971405e-08,,
7.86878335929106,2.1312166407089403,10.068499313935533,133.4062393230713,5.128420362490522e-06,4.677980114572969e-06,1.0001953893898328,1.000197627870533
6.578944232474911,3.4210557675250888,0.3763483446966162,0.2769195670770238,1.4524053505622586e-06,6.046327179756868e-07,-0.30186330419768975,-0.30467019747211105
1.7534187831011965,8.246581216898804,0.1136959908433564,973.0577844502476,7.75592624761263e-06,2.3882458141730253e-08,0.035752096595362194,-0.013835696266126922
8.804978813094047,1.1950211869059526,0.8291328459712168,328.70029755904665,2.2182756511851308e-06,2.6987085461982383e-08,0.6283787495276051,-0.2024539541753243
7.089117615922824,2.9108823840771763,0.3367354746357863,1.3665758808779782,3.984779686410472e-06,1.2002902568140713e-06,-0.12843247192281507,-0.13199258980261475
7.2885144422156305,2.711485557784369,51.36114470494936,222.63134940364077,2.1994404785203183e-08,3.3024162249313934e-08,0.9270613682493357,-0.02040017958275639
2.024909061404367,7.975090938595633,0.3071355011352014,0.2664882884202203,1.574854765610591e-06,3.325661974437537e-07,-0.06860884286234689,-0.07134946988772452
4.603087503164537,5.396912496835463,10.60033832171294,991.788165784252,2.090576665417593e-07,9.447641991575731e-06,0.9838915168247047,0.9993364148274577
3.96638419386065,6.03361580613935,59.84801389575229,45.99799952591167,4.563640306794314e-07,1.028070302923812e-08,,
8.414119910788814,1.5858800892111855,21.10894055534976,39.85658294286041,9.168688718053812e-07,1.121345399662278e-08,,
6.150920960645316,3.849079039354684,0.6296549278860488,0.2300185746478755,8.117930897075606e-06,9.53353018116175e-06,-0.4272199493440027,-0.4253896591872188
7.58209290616664,2.41790709383336,164.62587820020337,387.3767895862378,8.989473247351685e-06,5.674354995879137e-07,1.0001999999975681,1.0001527804655699
4.547313590618649,5.452686409381351,72.71575512565778,0.1306164911556942,7.322927533722014e-08,2.4028680707254952e-08,-0.7707316633871327,-0.7901727138142146
2.817909774278215,7.182090225721785,90.35163494101624,0.918993060945216,1.5894998538320656e-06,4.919337274889097e-06,0.39903238052075884,0.4131091562547052
5.436678296126678,4.563321703873322,0.3343728494963612,0.3733253669666176,1.7780772028667892e-06,4.3766407572454575e-06,-0.20057522710453657,-0.2001176902154226
1.5105380488334026,8.489461951166597,0.312618888471296,127.95927264402695,1.095162549048285e-07,4.060703121555762e-07,0.08130395802357764,0.0677204132281301
